,Paper Name,Keywords,Domains,Abstract,Publication Date,Author
246,"Introduction to the DIRECT minitrack Disaster Information, Resilience, for Emergency and Crisis Technology",[],"[""Sciences de l'ingénieur [physics]""]",['The DIRECT minitrack inherits from several past minitracks of the HICSS conference. This minitrack is part of the Digital Government Track and is one of the\r\nmost popular of the conference (second highest number of submissions of all minitracks of the HICSS conference for HICSS 55). The DIRECT minitrack is\r\nclearly dedicated to be a meeting point for researchers about the broader topic of information technology for crisis management and security.'],2023/01/03,['Frederick Benaben']
247,Integrating citizen initiatives in a technological platform for collaborative crisis management,"['Integration', 'IT Solution', 'Volunteers', 'Citizens']","[""Sciences de l'information et de la communication""]","['Although they can make a significant contribution to crisis response and management, citizens tend to be underestimated and under-integrated by official crisis responders. There is a necessity to take citizen contribution into crisis management tools, both for the information they can provide (information-focused volunteers) and the actions they can carry out (action-focused volunteers). Therefore, professionals need to be aware of the diverse ways citizens can help them to manage a critical situation: obviously by improving the situational awareness, but also by spontaneously performing tasks to meet specific needs on the ground. After presenting the RIO-Suite software, a crisis management tool based on collaboration of stakeholders, this paper suggests ideas about how to make the most of action-focused volunteers to improve the orchestration of the crisis response. Given a volunteer action, four possible decision types are identified: Ignore, Stop, Consider and Support, and their consequences on 1) the crisis response and 2) the collaboration process are presented.']",2019/05/19,"['Robin Batard', 'Caroline Rizza', 'Christophe Prieur']"
248,Toward Humanitarian Supply Chains Enhancement by Using Physical Internet Principles,"['Physical Internet', 'Supply Chain', 'Humanitarian aid', 'Effectiveness', 'Relief chain', 'Responsiveness', 'Logistics']","[""Sciences de l'ingénieur [physics]""]","['Humanitarian organisations need to be efficient and effective and to do so, rely on their supply chain and logistics efforts. However, the urgency context, the destabilised environ- ment as well as large uncertainties often affect the performance of the relief. Symptoms such as redundancies or operation lack, mismanagement and high costs call the methods of humanitarian organisations into question. This research work examines the potentiality that the evolution directly to a hyperconnected world could benefit to humanitarian organisations. To this end, Physical Internet a new concept of global logistics networks based on the hyperconnection notion has been studied. Designed to address most of the stakes of tomorrow multiplication of flows, environmental emergency, performance and speed pressures it might present various interests for the humanitarian sector. In a first approach, some Physical Internet principles have been projected on typical humanitarian logistics operations related to transportation, storage allocation and inventory management. It appears interests in terms of savings, efficiency, sustainability and responsiveness. However, such reengineering comes with a cost and would require significant change such as a large reshape of the current logistics model and legal framework as well as further reflections regarding information management and technology development.']",2019/09/25,"['Manon Grest', 'Matthieu Lauras']"
249,Home health care daily planning considering the satisfaction of all the stakeholders,"['Short-term scheduling and routing', 'Metaheuristic formulation', 'Simulated annealing', 'Home Health Care']","[""Sciences de l'ingénieur [physics]""]","['Nowadays, the aging population and the growth of life expectancy lead to an increase of people experiencing frailty and therefore loss of autonomy. As there are not enough places available in specialized institutions, an alternative is Home Health Care (HHC) services. The HHC structure is willing to optimize the scheduling of the requested care services by satisfying the requirements of patients, the preferences of caregivers, and by balancing the workload among the different caregivers. The purpose of this paper is to propose a metaheuristic-oriented formulation and a simulated annealing algorithm for generating an optimal short-term (daily) routing and scheduling solution to reach maximum satisfaction among stakeholders (patients and caregivers) in an HHC system. With this method computed on a real-world dataset, we obtained satisfying scheduling solutions']",2019/09/25,"['Liwen Zhang', 'Pierre-Yves Bouchet', 'Elyes Lamine', 'Franck Fontanili']"
250,Decision-making in the field of Resilience: literature review,"['Classification', 'Decision-making', 'Disasters', 'Resilience']","[""Sciences de l'ingénieur [physics]""]","['In  recent  years,  the  concept  of “Decision-making”in  the  field  ofresilience  has  become particularly important, which explains the frequency of publications in this context.Based on  literature  published  in  various  journals,  this  article  proposes  a  classification  of  66 articles  in  the  four  dimensions  of  resilience  (technical,  organizational,  economic  and social), to help researchers, and decision-makers avoid confusion and optimize their search method.']",2020/05/27,"['Khaled Omrane', 'Daouda Kamissoko', 'Frederick Benaben']"
251,Enhancing Emergency Call Centers' Performance Through a Data-driven Simulation Approach,"['Emergency Call Center', 'Performance', 'Simulation', 'Data-Driven', 'Continuous Improvement', 'Organization']","[""Sciences de l'ingénieur [physics]""]","['Emergency Call Centers (ECCs) can be considered as the starting point of the pre-hospital emergency medical system. Although, ECCs exist everywhere, their business processes and their performance levels differ from one place to another, even sometimes in a same country. By definition, users expect a high level of performance, particularly regarding the waiting time and the processing time of the calls. Additionally, ECCs might have difficulties to manage sudden rise of activities following disasters impacting huge number of victims for instance. To support ECCs in their continuous improvement steps, this paper suggests an innovative framework and its associated tools to support both diagnosis of current organizations and enhancement of their performance. Concretely, the proposal is data-driven and simulation oriented. First experiments are shown in order to demonstrate the potential benefits of such an approach. Avenues for further research are also discussed.']",2020/05/24,"['Eva Petitdemange', 'Elyes Lamine', 'Franck Fontanili', 'Matthieu Lauras']"
252,"Introduction to the minitrack on Disaster Information, Technology, and Resilience in Digital Government","['Disaster Information', 'Resilience', 'for Emergency and Crisis Technologies']","[""Sciences de l'ingénieur [physics]""]","['Clearly, the year 2020 has shown how sensitive human society is to crisis situations. This is not only a simple matter of fact, this is also and mainly the consequence of the hyper connection of this human society. There is actually no more absorption space for our world and society to absorb any significant disruption and avoid its spreading across the whole planet. However, the progress of human society, in addition to being considered as the main cause of this dangerous evolution, could also provide avenues to deal with it: data science, artificial intelligence, social networks and more globally information technologies are amazing avenues that ""in charge"" institutions and governments should deeply consider to take the right path to deal with the tremendous next challenges of the century (global warming, pandemics, overpopulation and lack of resources, disbalance north and south, drop of biodiversity, etc.). The DIRECT minitrack of the eGov track of HICSS 54 presents nine great papers addressing these issues but also these perspectives. The following presents each of these articles.']",2021/01/04,['Frederick Benaben']
253,A digital-enabled framework for intelligent collaboration in small teams,"['Intelligent collaboration', 'Collaborative Networks', 'Digital platform', 'Situations']","[""Sciences de l'ingénieur [physics]"", 'Informatique [cs]']","['Socialized value creation in networked organizations is the new paradigm of digital organizations. In dynamic and uncertain environment, small teams and big organizations can benefit from interaction with intelligent assistance. For that purpose, various behavior and relationships in situations should be effectively collected and fused. This paper proposes very early steps toward developing theoretical method for the intelligent collaboration of small teams and their big organization environment. Three main subjects are addressed in this paper: (i) Behavior intelligence support for virtual organizations; (ii) Situations behavior digitization, focusing on scenario recognition and modeling; (iii) Data fusion and behavior pattern mining, based on situation-based behavior modeling and heterogeneous behavior model fusion.']",2019/09/23,['Frederick Benaben']
254,Système à base de connaissances pour aider l'ingénierie des risques en réponse à appel d'offres,"['Ingénierie des risques', 'système à base de connaissances', ""appel d'offres"", 'raisonnement à partir de cas', 'réutilisation des connaissances', 'taxonomie']","[""Sciences de l'ingénieur [physics]""]","[""L'élaboration d'une offre, lors d’une réponse à appel d'offres, est un processus complexe, généralement caractérisé par des informations partielles et imprécises ainsi qu’un temps de réponse limité. Adoptant le point de vue des entreprises soumissionnaires, cet article se concentre sur l'ingénierie des risques portant sur les activités du processus de fabrication d’un produit, de sa conception à sa livraison. Plus précisément, cet article propose un système à base de connaissances pour aider à l'identification et l'analyse (probabilité / impact) des risques qui peuvent survenir au cours du processus de fabrication. Cette identification des risques a lieu durant la phase de réponse à appel d'offres, de sorte que les risques identifiés et leurs impacts peuvent être pris en compte dans l’offre faite au client. Grâce au système proposé, les connaissances en matière d'ingénierie des risques peuvent être capitalisées et réutilisées pour aider à l’élaboration de nouvelles offres. Les connaissances en matière d'ingénierie des risques sont structurées par un modèle unifié. Pour aider les décideurs dans leur processus d'ingénierie des risques, une méthode de réutilisation, inspirée du raisonnement par analogie, est proposée pour exploiter les connaissances pertinentes. Le système proposé permet d'obtenir des offres plus précises, moins risquées et dans lesquelles il y a une forte confiance à livrer ce qui a été présenté au client. Ce travail peut être étendu pour modéliser et choisir les meilleures stratégies de mitigation des risques.""]",2020/11/12,"['Michel Aldanondo', 'Delphine Guillon']"
255,"Twenty Years of Configuration Knowledge Modeling Research. Main Works, What To Do Next?","['Configuration knowledge modeling', 'constraints satisfaction problem', 'ontology', 'UML', 'OWL', 'rules', 'Knowledge engineering', 'Statistical analysis', 'Object oriented modeling', 'Engineering management', 'Knowledge based systems', 'Ontologies', 'Maintenance engineering']","[""Sciences de l'ingénieur [physics]""]","['A configuration software (configurator) associates a knowledge base (KB) with a knowledge processing unit (PU). The KB describes all possible combinations of components while the PU overlays this knowledge with the customer requirements. Our work deals with the KB and the approaches, models, or tools for modeling configuration knowledge. Our goal is to present a small quantitative literature survey highlighting two work streams: the first one gathers modeling works dealing with constraint-based approaches while the second deals with ontologies, description logic, or object-oriented modeling approach. We will also consider hybrid approaches. We will present a quantitative analysis of published materials in Web of science over the last twenty years. The keywords occurrence versus time will also be studied in detail to identify tendencies in configuration knowledge modeling.']",2021/12/13,['Michel Aldanondo']
256,It's a Machine Learning world: no future for Complex Event Processing?,"['Complex Event Processing', 'Machine Learning', 'Early Warning', 'Decision Making', 'Trends']","[""Sciences de l'ingénieur [physics]""]","['In 2010, Complex Event Processing was a groundbreaking approach for data processing for Early Warning Systems and Decision Support Systems in the crisis management domain. Although Machine Learning has eclipsed CEP in the ISCRAM community these last few years, these two approaches do not fulfil the same objectives. With this article, a quantitative analysis is made on papers related to these domains to understand the current trends and identify the next challenges the ISCRAM community should address. Combining CEP with ML can help to overcome the strong assumptions made towards the CEP rules this last decade, such as the availability of experts, structured data, etc. It is then recommended that the ISCRAM community explore the hybridisation of these approaches to improve the responsiveness in real time of EWS and DSS in crisis situations, emphasising the automatic, non-supervised generation of CEP rules.']",2024/05/25,['Anne-Marie Barthe-Delanoë']
257,Optimization Model-Driven Adaptation in Interconnected Manufacturing Networks,"['Interconnected Production Networks', 'Optimization Model', 'Physical Internet', 'Resilience', 'Adaptability']",['Informatique [cs]'],"[""In an ever-evolving market landscape, companies often excel at spotting\r\nopportunities within their existing product range but struggle to identify opportunities for new\r\nproduct lines. This gap underscores that traditional approaches, often siloed and focused on\r\nsingular manufacturing systems, fall short in exploiting the full spectrum of capabilities that an\r\ninterconnected, ecosystem-wide perspective offers. This research proposes to bridge this gap\r\nby extending the adaptability analysis from isolated systems to an interconnected network\r\nframework by manufacturing potential collaborative efforts. The study introduces an\r\noptimization model designed to accurately give adaptation recommendations based on shared\r\ncapabilities. It capitalizes on our results of an ontology-based matchmaking process to\r\neffectively map identified manufacturing service providers candidates. The model encapsulates\r\na decision-making process in an enterprise's location and operation allocation network, aiming\r\nto map out the identified candidates, explore feasible task allocations, and ultimately select an\r\noptimal configuration that meets the manufacturing requirements. An illustrative case involves\r\na stroller manufacturer branching into folding bicycle production. This scenario serves as a\r\nvalidation of the model, showcasing its ability to enhance company adaptability and resilience.\r\nThrough interconnected production networks, the model helps seizing new production\r\nopportunities and accurately estimate co-production costs.""]",2024/05/29,"['Eric Ballot', 'Matthieu Lauras']"
258,Towards a Metric Between Engineering to Order and Assemble/Make to Order Products in Configuration Situations,"['ETO-Level', 'ETO products', 'Configuration']","[""Sciences de l'ingénieur [physics]""]","['Most companies that supply customized or configured product use product configuration systems (PCS). Especially in B2B for technical systems, it happens frequently that the supplier and his PCS cannot find a solution that fulfills all customer requirements because some of them are out of the company standard. In that case, if the supplier wants to make an offer, it is necessary to perform some engineering activities in order to propose a solution which fulfills the out of standard requirements. The key questions that come to the supplier in these situations are: Do we accept this out of standard demand? How far is it from our standard? What are the risks? The goal of this paper is to propose new metrics that can help to answer these questions.']",2019/12/15,"['Michel Aldanondo', 'Yvan Beauregard', 'Paul Pitiot']"
259,Process control and decision-making for Demand Driven Sales and Operations Planning,"['rule-based system', 'decision support', 'tactical control', 'DDMRP', 'Demand Driven Adaptive Enterprise']","[""Sciences de l'ingénieur [physics]""]","['Over the last few years, the Demand Driven Material Requirement Planning (DDMRP) method has been considerably extended from the operational range to both tactical and strategic ranges. These extensions are currently named Demand Driven Sales and Operations Planning and Adaptive Sales and Op- erations Planning. This paper proposes a control system for the Demand Driven Sales and Operations Planning process. The system aims to fill a gap in the tactical stage of the Demand Driven Adaptive Enterprise framework, where efficient decision making is complicated by both the number of evolving parameters and the number of references to deal with. By associating several process control methods into a rule-based system, we propose a first version of a decision support system and its associated knowledge base. The first application of this system shows that, while many hypotheses remain on the data structures, a rule-based system allows for adaptive and easy to maintain control system for the Demand Driven Sales and Operations Planning.']",2019/09/25,"['Guillaume Martin', 'Matthieu Lauras', 'Jacques Lamothe']"
260,Traitement automatique des déclarations des Erreurs Médicamenteuses avec un modèle Transformer GPT,"['Gestion des risques pour les patients', 'Erreur médicamenteuse', 'Traitement automatique du langage']",['Traitement du texte et du document'],[],2024/07/04,"['Touati Hanae', 'Fontanili Franck', 'Pruski Marc']"
261,Towards a Personalized Business Services Recommendation System Dedicated to Preventing Frailty in Elderly People,"['Recommendation systems', 'Elderly', 'Frailty', 'Recommendation algorithm', 'Personalized recommendations']","[""Sciences de l'ingénieur [physics]""]","['Abstract Frailty is a clinical syndrome associated with ageing that characterizes an intermediate state between robust health and loss of autonomy. To preserve the abilities of older adults and prevent dependency, it is important to identify and evaluate their frailty. This approach is part of a dependency prevention strategy, based on a thorough understanding of their medical, social, and living environment. This understanding is usually acquired through significant data collection using standardized evaluation surveys. The obtained data is then analyzed to provide personalized recommendations for the beneficiaries’ lifestyles. Our article presents the concept of frailty and a personalized recommendation system aimed at helping citizens prevent frailty. This system uses an innovative self-assessment approach designed for older adults, without necessarily involving healthcare professionals.']",2023/07/07,"['Ghassen Frikha', 'Xavier Lorca', 'Elyes Lamine']"
262,An Asset-Based Causal Loop Model to Improve Corporate Value,"['Assets', 'Causal-Loop Model', 'Decision Support', 'Corporate Value']","[""Sciences de l'ingénieur [physics]""]","['Assessing a company’s value is an important leverage for decision-making. Indeed, all decisions made within a company are generally aimed at maximizing the company’s value. In accounting, almost all models for assessing the value of a company are related to the amount of cash the company is able to generate. As a result, maximizing the value of a firm is usually about maximizing cash flow. However, beyond the usual accounting models, several recent initiatives have highlighted the key role of managing all assets, and not only the ones considered by the general accountability, in decision making and cash generation. Unfortunately, these methods are currently limited to conceptual and qualitative proposals that do not lead to a real decision support system thus far. This paper proposes a first step of formalization aiming at providing tools for these asset-oriented decision support approaches. The contribution is a Causal Loop Diagram to Support Decision-Making in order to maximize the value of companies. Based on a dedicated literature review, we design an asset-based causal loop model that formalizes the qualitative results of the literature review. We then develop an instantiation on an illustrative case via simulation in order to verify the relevance of the proposal and to show how such a model can be used in practice for decision making. This will support next research to develop an asset-based decision support system to maximize value of companies.']",2023/05/30,"['Romain Ben Taleb', 'Matthieu Lauras', 'Aurelie Montarnal']"
263,Vers des chaînes logistiques circulaires axées sur l’Internet Physique,"['Gestion de chaînes logistiques circulaires, Conception de chaînes logistiques, Prévision de la demande, Economie circulaire, Internet Physique']",['Modélisation et simulation'],[],2023/06/07,"['Ziqing Wu', 'Raphaël Oger', 'Matthieu Lauras']"
264,Optimal sizing of an automated dispensing cabinet under adjacency constraints,"['Automated dispensing cabinet', 'Dispensing errors', 'Optimal allocation', 'Boundary conditions', 'Algebraic model']","[""Sciences de l'ingénieur [physics]""]","['In this paper, we focus on the problem of determining the feasibility of medication assignment in an automated dispensing cabinet. Indeed, a cabinet is made up of several drawers. Each drawer is subdivided into compartments, each capable of receiving one medication type. There are medications which should not be placed in neighbouring compartments because of the risk of confusion, according to medication similarity (lookalike/sound-alike drugs) or the pharmacological incompatibility which may lead to errors in dispensing. Then, the problem consists in determining the boundary conditions necessary for the allocation of medications to the different compartments without similar/incompatible medications in close proximity to one another. First, we developed an algebraic model that calculates the upper limit (not to exceed) of appearances of a medication in all pairs of incompatible medications. Then we formulated an efficient mixed-integer linear program that checks\r\nthe existence of an acceptable solution to the assignment problem.']",2020/10/26,"['Didier Gourc', 'François Marmier']"
265,Maritime risks taxonomy: A structured literature review of maritime risks classification,"['Risk', 'disruption', 'uncertainty', 'maritime container transport']","[""Sciences de l'ingénieur [physics]""]","['The purpose of this paper is to investigate the multi-modal Maritime risk classification, which has shown a great global attention in recent years. Disruption and uncertainties in shipping companies are the result of random events which lead to drop performance throughout the maritime transportation supply chain and they severely impact international trade. This study provides an overview of multi-modal supply chain management by reviewing 131 articles in the risk management area. This work also provides a great analysis of transportation risks, their impacts and a risk typology on multi-modal maritime supply chains management. In addition, this paper contributes to the current risk management literature by proposing a novel risk typology that permits to determine which risk carriers and shippers involved in multi-modal containers transportation should address first, thereafter this typology could be used to build a decision support tool in order to detect and mitigate risks in real-time.']",2020/11/12,"['Cheik Aboubakar Ouedraogo', 'Sina Namakiaraghi', 'Aurelie Montarnal', 'Didier Gourc']"
266,Conception d’un modèle de simulation pour l’évaluation de la pertinence de l’Internet Physique pour les chaînes d’approvisionnement humanitaires,"['chaîne d’approvisionnement humanitaire', 'internet physique', 'simulation', 'ingénierie des systèmes']","[""Sciences de l'ingénieur [physics]""]",[],2021/05/05,"['Manon Grest', 'Matthieu Lauras']"
267,A Physics-Based Approach for Managing Supply Chain Risks and Opportunities Within Its Performance Framework,"['Risk Management', 'Opportunity Management', 'Supply Chain Management', 'Physics']","['Informatique [cs]', 'Autre']","['Managing a Collaborative Network (such as a supply chain) requires setting and pursuing objectives. These can be represented and evaluated by formal Key Performance Indicators (KPIs). Managing a supply chain aims to stretch its KPIs towards target values. Therefore, any Collaborative Network’s goal is to monitor its trajectory within the framework of its KPIs. Currently potentiality (risk or opportunity) management is based on the capacity of managers to analyze increasingly complex situations. The new approach presented in this paper opens the door to a new methodology for supply chain potentiality management. It offers an innovative data-driven approach that takes data as input and applies physical principles for supporting decision-making processes to monitor supply chain’s performance. With that approach, potentialities are seen as forces that push or pull the network within its multi-dimensional KPI space.']",2020/11/23,"['Thibaut Cerabona', 'Matthieu Lauras', 'Frederick Benaben']"
268,Automated Learning Approach for Genetic Diseases,"['Gene-disease associations', 'Machine learning', 'Deep learning', 'NLP', 'text mining']",['Informatique [cs]'],"['Finding the exact gene mutations that cause a genetic disease has been a challenging task. Despite the development in information technology, the task of extracting gene-disease associations has been mainly a manual process. This is a time-consuming process, in which experts extract gene-disease associations from relevant research papers from the literature manually. The main aim of this paper is to develop an automated approach for extracting and classifying gene-disease associations from relevant literature research papers using both natural language processing and machine learning techniques. This paper extracted data from free-text literature research papers and built four different dataset formats to discover an optimal representation. Machine and Deep learning models (NB, KNN, SVM, NN, CNN, and LSTM) with TF-IDF were applied on the built datasets. As a result, the format of the dataset with (Positive and Negative) instances only, was found to be the best representation for extracting gene-disease associations with optimal accuracy between 74% and 91%. For the four dataset representations, Multilayer Neural Networks was able to predict all classes in most experiments with accuracy between 64% and 91%. From the initial results, this work highlights the need for additional work to improve both the performance of these models and the data extraction method to build more accurate and optimal dataset representation.']",2022/12/05,['Elyes Lamine']
269,Vers une gestion globale des erreurs médicamenteuses à l’hôpital,"['Gestion des risques', 'Science des données', 'Prise en charge médicamenteuse', 'Erreurs médicamenteuses', 'Modélisation']","['Informatique [cs]', 'Intelligence artificielle [cs.AI]', ""Sciences de l'ingénieur [physics]""]",[],2023/06/07,"['Hanae Touati', 'Rafika Thabet', 'Hervé Pingaud']"
270,Integrating Uncertainty into a Supply Chain Network for Adaptive S&OP Process,"['Adaptive S&OP', 'Demand-Driven', 'Uncertainty', 'Supply chain Network']",['Autre [cs.OH]'],"['Instability is the new normal for supply chain networks. In this context, the Adaptive Sales and Operations Planning (AS&OP) process proposed by the Demand-Driven Adaptive-Enterprise model aims to improve the way these supply chain networks manage volatile, uncertain, complex and ambiguous environments. However, the process, as originally defined, reliesmainly on a deterministic maximum likelihood approach, thus limiting its scope. The present research work examines existing strategies for integrating uncertainty into the strategic planning and ultimately proposes an original Decision Support System that integrates\r\nuncertainty via interval data and scenario-based planning. An illustrative case study validates this proposal and discusses its limitations.']",2024/10/28,"['Jean Baptiste Vidal', 'Raphaël Oger', 'Matthieu Lauras', 'Jacques Lamothe']"
271,Introduction to the Digital Government and Business Process Management (BPM) minitrack HICSS’54,['Digital Government and Business Process Management (BPM)'],"[""Sciences de l'ingénieur [physics]""]","['Digital  Government  (traditionally  known  as  e-Government)   focuses   on   value   delivery   to   citizens through  information  and  communication  technology (ICT) support  for  processes,  activities  and  resources.  Digital  government’s  collaborative  processes  involve organizations    (employees,    technologies),    partners (providers, consumers), and users (citizens, foreigners), leading  to  complex  interactions  within  different  e-Government    models    and    available    technologies.Business Process Management (BPM)constitutes a real asset for enhancing the services of an organization and their  coordination,  as  well  as  the  products  that  each actor  of  a  virtual  network  delivers  to  meet  clients’ expectations  (citizens,  patients,  etc.).  Successful  inter-organizational     process     management     within     e-Government  collaborative  organizations  will  lead  to better  conceptual  and  technological  integration,  not only with each other but also with citizens and users in general. To this end, it is necessary to devise new ways to    deal    with    the    complexity    of    e-Government collaborative  process  definition,  modeling,  analysis, enactment and monitoring from various dimensions and points    of    view    including    theory,    engineering, interoperability, agility, social aspects, etc.']",2021/01/04,['Aurelie Montarnal']
272,Prédiction de l'arrivée des appels dans un centre relais pour sourds et malentendants,"[""centre d'appels pour sourds"", 'optimisation des hyperparamètres', 'modèles de prédiction']","[""Sciences de l'ingénieur [physics]""]",[],2022/07/06,"['Samer Alsamadi', 'Farhat Malek', 'Nicolas Cellier', 'Clea Martinez', 'Canan Pehlivan', 'Franck Fontanili']"
273,Cadre expérimental pour l’évaluation de méthodes hybrides en configuration interactive sous contraintes,"['configuration', 'hybridization', 'knowledge', 'compilation', 'constraint propagation']","[""Sciences de l'ingénieur [physics]""]","['La configuration de systèmes est généralement formalisée sous forme d’un problème de satisfaction de contraintes.\r\nLe modèle générique d’une famille de systèmes se confond alors avec le CSP. Deux types d’approches permettent de\r\nrésoudre un CSP et de définir ainsi une solution de configuration: les approches par filtrage (qui agissent de façon\r\nitérative sur le réseau de contraintes) et les approches par compilation (qui raisonnent sur l’espace des solutions).\r\nCes deux approches ont chacune des avantages et des inconvénients, en termes de temps de compilation, temps de\r\nfiltrage, compacité des solutions, etc. Dans nos travaux de thèse, nous souhaitons hybrider ces deux approches afin de tirer profit de leurs avantages et de limiter leurs défauts, sur des problèmes de configurations. Dans ce contexte, le but de cet article est d’établir un cadre expérimental qui permet de valider la pertinence d’une approche hybride\r\ndes approches par filtrage et par compilation. Nous analyserons les caractéristiques des approches hybrides, pour\r\nmettre en évidence des critères comme l’évolutivité d’un CSP. Ensuite, nous reprendrons un protocole de configuration basé sur des CSP majoritairement discrets, avec des problèmes de configuration de tailles différentes, avec et sans variables continues. Nous nous proposons de l’élargir à d’autres types de CSP pour prendre en compte les spécificités des problèmes de configuration (architecture de CSP, CSP dynamique, etc.). Grâce à ce cadre, des premières hypothèses d’hybridation seront formulées.']",2022/06/27,"['Idir Boumbar', 'Xavier Lorca']"
274,"A Generic Knowledge-based Model for Commercial Offers : Towards a Unified Model to Configure Products, Services and PSS During Calls for Tenders","['Commercial Offer Definition', 'Knowledge-based model', 'Customer-supplier Relationship', 'Configuration']","[""Sciences de l'ingénieur [physics]""]","['Today, consumption patterns are changing: firstly, customers (private and industrial ones) want more and more products and services that can be personalized to their needs, and secondly, they are more and more willing to pay for usage of a product rather than ownership. Companies have therefore to adapt their catalog of solutions by putting on the market customizable and suitable solutions going from products to services, including all their possible combinations. The aim of this article is to propose a generic knowledge-based model, dedicated to commercial offers configuration, which can cope with all the diversity of solutions a company can deliver. Up to our knowledge, even if some works on product, service and product-service system exist, none is generic enough to support such commercial offer configuration while bidding. In this paper, after a brief state-of-the-art, the need of a generic model is set up. Then, a unified model is proposed and illustrated on use-cases coming from industrial situations.']",2019/12/15,"['Delphine Guillon', 'Élise Vareilles', 'Eric Villeneuve', 'Andrés F. Barco']"
275,Representative Benchmark for Concurrent Product and Process Configuration Problem: Definitions and Some Problem Instances,"['process configuration', 'optimization algorithms', 'concurrent configuration', 'generic model', 'product configuration', 'instance', 'evaluation']","[""Sciences de l'ingénieur [physics]""]","['This paper considers the Optimization of Concurrent Product and Process Configuration problems (O-CPPC) that satisfy various number of criteria, which rely on the customer’s requirements and the objectives of the company. Various works have proposed evolutionary optimization algorithms dedicated to this concurrent configuration problem with generic model propositions due to this paper is relevant to the evaluation of these optimization algorithms. The aim of this paper is to define a set of instances of the generic model that represent a large family of problems. First, a background of the Optimization of Concurrent Product and Process Configuration problems is introduced. Next, some basic definitions of an O-CPPC generic model are analyzed. Then, the main general parameters to define an instance are presented (Product Structure, Process Structure, Model Size and Model Constraint Density) in order to propose some general evaluation tests. And finally, to be consistent with the previous works, some basic cases are described to show how to deal with this kind of problem in an organized way.']",2019/08/28,"['Luis Garcés Monge', 'Paul Pitiot', 'Élise Vareilles', 'Michel Aldanondo']"
276,Analyzing Hospital Sterilization Service Vulnerabilities Using a Risk-aware Business Process Modeling Method,"['BPRIM', 'Risk-aware   Business   Process  Management', 'Modeling Method', 'ADOxx', 'Sterilization service']","[""Sciences de l'ingénieur [physics]""]","['Healthcare  processes,  such  as  sterilization,  are  extremely  dynamic, complex,   and   multidisciplinary,   making   risk   management   in   healthcare facilities  particularly  challenging. Risk-aware  business  process  management is a  new  paradigm  for  better  understanding  such  processes  by  identifying  and evaluating the  risks  that  go  along  with  them. This  paper  focuses  on  analyzing the  vulnerability  of  a  hospital  sterilization  service  through  the  use of  a  new framework, called e-BPRIM, which consists of the digitalization of the Business Process-risk   management - Integrated   Method   (BPRIM).   The e-BPRIM framework   promotes   and supports   risk-aware   process   management   with AdoBPRIM,   a   modeling   environment using the ADOxx meta-modeling platform.  The main e-BPRIM components  will  be introduced  and then  used to study  the  robustness  of  a  given  sterilization  process  taking  into  consideration several potential risks.']",2021/11/22,['Elyes Lamine']
277,Cadre expérimental pour l’évaluation de méthodes hybrides en configuration interactive sous contraintes,"['configuration', 'hybridization', 'knowledge', 'compilation', 'constraint propagation']","[""Sciences de l'ingénieur [physics]""]","['La configuration de systèmes est généralement formalisée sous forme d’un problème de satisfaction de contraintes.\r\nLe modèle générique d’une famille de systèmes se confond alors avec le CSP. Deux types d’approches permettent de\r\nrésoudre un CSP et de définir ainsi une solution de configuration: les approches par filtrage (qui agissent de façon\r\nitérative sur le réseau de contraintes) et les approches par compilation (qui raisonnent sur l’espace des solutions).\r\nCes deux approches ont chacune des avantages et des inconvénients, en termes de temps de compilation, temps de\r\nfiltrage, compacité des solutions, etc. Dans nos travaux de thèse, nous souhaitons hybrider ces deux approches afin de tirer profit de leurs avantages et de limiter leurs défauts, sur des problèmes de configurations. Dans ce contexte, le but de cet article est d’établir un cadre expérimental qui permet de valider la pertinence d’une approche hybride\r\ndes approches par filtrage et par compilation. Nous analyserons les caractéristiques des approches hybrides, pour\r\nmettre en évidence des critères comme l’évolutivité d’un CSP. Ensuite, nous reprendrons un protocole de configuration basé sur des CSP majoritairement discrets, avec des problèmes de configuration de tailles différentes, avec et sans variables continues. Nous nous proposons de l’élargir à d’autres types de CSP pour prendre en compte les spécificités des problèmes de configuration (architecture de CSP, CSP dynamique, etc.). Grâce à ce cadre, des premières hypothèses d’hybridation seront formulées.']",2022/06/27,"['Idir Boumbar', 'Xavier Lorca']"
278,"A Generic Knowledge-based Model for Commercial Offers : Towards a Unified Model to Configure Products, Services and PSS During Calls for Tenders","['Commercial Offer Definition', 'Knowledge-based model', 'Customer-supplier Relationship', 'Configuration']","[""Sciences de l'ingénieur [physics]""]","['Today, consumption patterns are changing: firstly, customers (private and industrial ones) want more and more products and services that can be personalized to their needs, and secondly, they are more and more willing to pay for usage of a product rather than ownership. Companies have therefore to adapt their catalog of solutions by putting on the market customizable and suitable solutions going from products to services, including all their possible combinations. The aim of this article is to propose a generic knowledge-based model, dedicated to commercial offers configuration, which can cope with all the diversity of solutions a company can deliver. Up to our knowledge, even if some works on product, service and product-service system exist, none is generic enough to support such commercial offer configuration while bidding. In this paper, after a brief state-of-the-art, the need of a generic model is set up. Then, a unified model is proposed and illustrated on use-cases coming from industrial situations.']",2019/12/15,"['Delphine Guillon', 'Élise Vareilles', 'Eric Villeneuve', 'Andrés F. Barco']"
