Paper Name,Keywords,Domains,Abstract,Publication Date,Author,Keyword Clusters,Paper Cluster
Hardware architecture for the evaluation of BCP robustness indicators through massive data collection and interpretation,"['business continuity plan', 'social sciences', 'risk management', 'robustness', 'embedded hardware']",['Engineering sciences [physics]'],"['Recently, the concept of robustness measurement has become clearly important especially with the rise of risky events such as natural disasters and mortal pandemics. In this context, this paper proposes an overview of a hardware architecture for massive data collection in the aim of evaluating robustness indicators. This paper essentially addresses the theoretical and general problems that the scientific research is seeking to address in this area, offers a literature review of what already exists and, based on preliminary diagnosis of what the literature has, presents a new approach and some of the targeted findings with a focus on the leading aspects, having a primary objective of explaining the multiple aspects of this research work.']",2021/05/23,"['Oussema Ben Amara', 'Daouda Kamissoko', 'Frederick Benaben']","['Cluster 14', 'Cluster 12', 'Cluster 6', 'Cluster 18', 'Cluster 7']",Cluster 14
Estimating the Number of Solutions of Cardinality Constraints through range and roots Decompositions,"['random graphs', 'counting', 'cardinality constraints']","['Artificial intelligence [cs.AI]', 'Operations research [math.OC]', 'Combinatoire [math.CO]', 'Engineering sciences [physics]']","['This paper introduces a systematic approach for estimating the number of solutions of cardinality constraints. A main difficulty of solutions counting on a specific constraint lies in the fact that it is, in general, at least as hard as developing the constraint and its propaga-tors, as it has been shown on alldifferent and gcc constraints. This paper introduces a probabilistic model to systematically estimate the number of solutions on a large family of cardinality constraints including alldifferent, nvalue, atmost, etc. Our approach is based on their decomposition into range and roots, and exhibits a general pattern to derive such estimates based on the edge density of the associated variable-value graph. Our theoretical result is finally implemented within the maxSD search heuristic, that aims at exploring first the area where there are likely more solutions.']",2019/09/30,['Charlotte Truchet'],"['Cluster 12', 'Cluster 1', 'Cluster 19']",Cluster 12
Towards a Framework for Federated Interoperability to Implement an Automated Model Transformation,"['model-driven engineering', 'automatic transformation', 'federated interoperability', 'interoperability evaluation']",['Engineering sciences [physics]'],"['In order to adapt to changes in industrial world (customers and markets) and to competition, to create economic or strategic partnerships with external players or simply to integrate a connector to exchange information between the various services and software of a company, it is essential to have the necessary software tools (by development or deployment) that guarantee effective communication between the various parties, which are often heterogeneous and not known in advance, and overcome certain difficulties such as the multiplicity of information sources and the quality of the data.\r\n\r\nIn such a context, the exchange or migration of data is a critical step. In order to facilitate the exchange, our approach aims at implementing federated interoperability with automated model transformation, supported by an interoperability evaluation, in order to ensure data retention despite the unforeseen uses (for example, some fields divert or mislabel) and to ensure their consistency during the transformation.']",2020/11/23,"['Mustapha Labreche', 'Aurelie Montarnal', 'Sébastien Truptil', 'Xavier Lorca']","['Cluster 17', 'Cluster 16', 'Cluster 14', 'Cluster 5']",Cluster 17
Knowledge on demand: the future of decision support systems?,"['generative ai', 'crisis management', 'knowledge base', 'information management']",['Engineering sciences [physics]'],"['The availability and quality of the information system supporting crisis management depends on the existence of up-to-date, comprehensive and reliable knowledge bases, despite the multidisciplinary nature of the information to be exchanged, the actions, and the decisions to be taken. This article proposes a method to benefit from pre-trained language models to automatically update these knowledge bases at both design time and run time. We offer a model-based extraction process and a dedicated automated validation process. These two contributions are illustrated and discussed around a case study: an emergency decision support system used to prepare for and respond to an unexpected mass gathering at an abandoned French aerial base.']",2024/05/25,"['Yohann Chasseray', 'Aurélie Conges', 'Audrey Fertier', 'Anne-Marie Barthe-Delanoë']","['Cluster 16', 'Cluster 15', 'Cluster 9', 'Cluster 8']",Cluster 16
Integrated Supply Chain Risk Management Index (ISCRi): Applying AHP and QFD,"['supply chain risk', 'vulnerability', 'exposure', 'susceptibility index', 'analytic hierarchy process (ahp)', 'quality function deployment (qfd)', 'probability index']",['Other [cs.OH]'],"['In today's complex business world, assessing vulnerabilities in supply chains is crucial for effective risk management. This paper presents a novel framework for measuring supply chain risk, emphasizing the relationship between risk and vulnerability. The framework includes two key components: a detailed evaluation of supply chain vulnerabilities and an examination of risk factors influenced by management practices. Our research demonstrates that certain supply chain managerial practices could increase the likelihood of disruptions. In response, we have developed a new risk probability index to help mitigate these risks. By utilizing an integrative approach, we aim to enhance risk management strategies amidst disruptions. Employing fuzzy logic, the Analytic Hierarchy Process (AHP), and a customized Quality Function Deployment (QFD) approach, our research meticulously measures the likelihood of disruptions and the consequent vulnerability of the supply chain, resulting in a detailed and practical risk index. This study not only deepens our understanding of the complexities of supply chain weaknesses but also provides managers with a strategic tool for proactive risk assessment.']",2024/07/01,['Jacques Lamothe'],"['Cluster 2', 'Cluster 4', 'Cluster 1', 'Cluster 18', 'Cluster 3', 'Cluster 3', 'Cluster 6']",Cluster 3
Crisis Management Exercises in Virtual Reality,"['human-centered computing', 'human computer interaction (hci)', 'interaction paradigms', 'virtual reality', 'virtual world training simulation', 'virtual worlds software', 'software organization and properties', 'software and its engineering', 'training', 'coordination']",['Engineering sciences [physics]'],"['In crisis management, critical sites are required to carry out regular exercises to be prepared for a potential crisis. However, those exercises present a lot of drawbacks that reduce their efficiency: among other things, they are not frequent enough, not adjustable enough, too demanding and they are very expensive. The EGCERSIS project aims at using virtual reality to make fully configurable exercises to train in digital twins of actual critical sites. In this article, we present this project through a simple use case of a crisis in a subway station, involving three actors of crisis management.']",2020/03/22,"['Aurélie Conges', 'Alexis Evain', 'Frederick Benaben', 'Sebastien Rebiere']","['Cluster 8', 'Cluster 8', 'Cluster 8', 'Cluster 7', 'Cluster 7', 'Cluster 7', 'Cluster 3', 'Cluster 3', 'Cluster 1', 'Cluster 1']",Cluster 8
Towards a personalised recommendation system for services dedicated to preventing frailty among the elderly,"['recommendation systems', 'seniors', 'fragility', 'recommendation algorithm', 'personalised recommendations']",['Engineering sciences [physics]'],[],2023/06/14,"['Ghassen Frikha', 'Xavier Lorca']","['Cluster 12', 'Cluster 1', 'Cluster 4', 'Cluster 12', 'Cluster 12']",Cluster 12
Towards a Digital Collaborative Framework for an Efficient Medication Errors Management,"['collaborative medication use process', 'care pathway', 'medication error', 'risk management', 'digital framework']",['Engineering sciences [physics]'],"['The Medication Use Process in hospitals is one of the crucial processes of the care pathways. It is defined as a highly intricate and collaborative process aiming to deliver effective and safe patient care. Indeed, it involves different stakeholders working together to provide the best treatment to the patient and manage several health conditions. This complexity can give rise to medication errors, leading to serious patient health-related consequences. Being fully aware of the significance and complexity of this process, in this work, we propose a digital collaborative framework to manage medication errors. The main goals of this framework are to assist healthcare organizations in their risk management sessions, maximize the effectiveness of the care provided, and improve patient safety and quality of care']",2023/09/27,"['Hanae Touati', 'Rafika Thabet', 'Elyes Lamine']","['Cluster 10', 'Cluster 10', 'Cluster 10', 'Cluster 6', 'Cluster 7']",Cluster 10
Simulation-Based Framework for Assessing Synchromodal Transportation Solutions in Low-Density Ecosystems,"['transportation', 'physical internet', 'simulation', 'synchromodality', 'collaborative networks']",['Other [cs.OH]'],"['Transport and mobility play a crucial role in collaborative networks, facilitating access to resources. While this strengthens economic and social integration, the expansion of collaborative networks poses major challenges in terms of effectiveness, sustainability and equity. Improving transport services is consequently crucial, particularly in sparsely populated areas, to reduce economic and social disparities. If urban areas benefit from Smart City principles to optimize the flow of people and goods, rural areas are often marginalized. Some authors have demonstrated qualitatively the potentiality of using Physical Internet and synchromodality paradigms to change this situation. But no quantitative demonstration has been done yet. The purpose of this research work is to design and present our multi-agent vision of a simulation framework for evaluating synchromodal transport solutions in low-density ecosystems. Composed of four components (demand estimator, transportation planner, simulator engine and performance assessor), this framework is intended to be tested on ECOTRAIN case study.']",2024/10/28,"['Thibaut Cerabona', 'Imane Bouab', 'Eva Petitdemange', 'Matthieu Lauras']","['Cluster 13', 'Cluster 7', 'Cluster 16', 'Cluster 16', 'Cluster 12']",Cluster 16
Review-based taxonomy of post-impact volunteerism types to improve citizen integration into crisis response,"['review', 'citizen integration', 'social media', 'taxonomy', 'volunteers']",['Information and communication sciences'],"['Information and Communication Technologies (ICT), and particularly Social Media, drastically changed communication channels and organization during a crisis response. In this context, new forms of citizen initiatives appear, contributing to situational awareness, providing new profiles of stakeholders and broadening the scope of volunteerism in disaster situations. Thus, given the increasing need to understand and take citizen initiatives into account, this article provides a taxonomy of volunteerism types in crisis contexts, based on a literature review on the subject. Mapped on two main dimensions: the status (who they are) and the focus (what they are doing), multiple types of volunteers are presented on this taxonomy. Then, the article deals with possible use of this taxonomy towards integration of citizen initiatives into the crisis response.']",2019/05/19,['Robin Batard'],"['Cluster 1', 'Cluster 14', 'Cluster 12', 'Cluster 9', 'Cluster 1']",Cluster 1
A Model Driven Approach to Transform Business Vision-Oriented Decision-Making Requirement into Solution-Oriented Optimization Model,"['model driven architecture', 'model to model transformation', 'decision-making support', 'scheduling problem']",['Engineering sciences [physics]'],"['Currently in our highly connected society, there is a strong requirement for decision-makers in organizations to coordinate and schedule their activities. Frequently, there are various uncertain factors, multiple objectives, many business knowledge and requirements, which heavily increase the difficulty of decision-making process regarding these issues. Therefore, a decision-maker will appreciate having control over the formulation of decision-making models and being able to adapt to highly dynamic situation. In this paper, we study a Model Driven Engineering (MDE) approach to link the business requirement defined by a model with solution-oriented logical models, which are codes that could be submitted to a combinatorial optimization solver. The design of our proposal follows the principles of three-levels Model Driven Architecture (MDA) and is based on a cognitive process for decision-making systems. Then, several transformation rules between models are explained to realize automatic Model to Model Transformation (M2M) with a special emphasis on the Platform Independent Model (PIM) to Platform Specific Model (PSM) part. To make a proof of our model transformation chain efficiency, a classical Travelling Salesman Problem (TSP) is chosen as a use case.']",2022/07/19,"['Hervé Pingaud', 'Christophe Bortolaso', 'Mustapha Derras']","['Cluster 17', 'Cluster 17', 'Cluster 8', 'Cluster 11']",Cluster 17
Towards a novel spontaneous medication error reporting tool for enhancing patient safety,"['drugs', 'hospitals', 'databases', 'collaboration', 'medical services', 'organizations', 'safety']",['Engineering sciences [physics]'],"['Improving patient safety and quality of care has become a priority for healthcare organizations, given the frequency and potential severe clinical consequences of medication errors and adverse drug events during the Medication-use Process. Medication error reporting can be one most effective strategies to achieve these goals. Indeed, high error reporting rates indicate a positive safety culture rather than an unsafe healthcare environment. It is through the identification of these errors safety barriers can be put in place to prevent a similar event from occurring in the future. However, current healthcare organizations still suffer from a lack of attention in this context, especially in establishing a digital tool dedicated to medication error reporting, which is the motivation for the work described in this paper. The latter proposes a novel tool to make the local reporting of medication errors easier and encourage reporting these errors with the healthcare professionals' confidentially. The overall response to the tool provided was positive from the staff participating.']",2022/12/05,"['Elyes Lamine', 'Hervé Pingaud']","['Cluster 1', 'Cluster 10', 'Cluster 12', 'Cluster 12', 'Cluster 10', 'Cluster 14', 'Cluster 4']",Cluster 10
Development of a Risk-aware Business Process Modeling Tool for Healthcare processes,"['risk-aware business process management', 'healthcare risk management', 'bprim', 'modeling method', 'healthcare process', 'industries', 'process modeling', 'pandemics', 'computational modeling', 'medical services', 'organizations', 'safety']",['Engineering sciences [physics]'],"['Healthcare organizations are environments of high management complexity and are subject to risk. Indeed, risk management is one of the most relevant aspects put forward in the literature which highlights the necessity to perform comprehensive analyses intended to uncover the root causes of risks. However, the healthcare sector still suffers from a lack of attention in this context, especially with regard to the establishment of risk management and process-oriented management, which is the motivation for the study described in this paper. In light of these observations, it would be essential for healthcare organizations to explore new risk management approaches. Contributing to this field, the present paper applies a risk-aware business process management method to work out a systemic methodology to study risks impacting healthcare processes. This framework aims to improve healthcare organizations’ maturity towards risk management. A case study related to the management of potential risks in a given healthcare process shall illustrate the usage of the developed framework.']",2021/11/30,"['Rafika Thabet', 'Hervé Pingaud']","['Cluster 6', 'Cluster 6', 'Cluster 1', 'Cluster 17', 'Cluster 10', 'Cluster 14', 'Cluster 17', 'Cluster 10', 'Cluster 17', 'Cluster 10', 'Cluster 14', 'Cluster 4']",Cluster 17
Effective Tool for Reporting and Analyzing Medication Errors,"['medication use process', 'medication errors', 'reporting and analyzing tool', 'experience feedback commitee model']",['Engineering sciences [physics]'],"['The Medication Use Process (MUP) plays a vital role in ensuring the appropriate and safe use of medications. However, this process is exposed to many risks in particular medication errors. These later present a significant challenge, that may have negative consequences for patients. Implementing a medication error reporting and analyzing tool would facilitate an in-depth analysis of the causes of errors and enable the implementation of corrective measures. Additionally, a specific risk management model for medication management, which includes regular monitoring and preventive actions, is essential to prevent medication errors. By implementing these measures, We guarantee the attainment of secure and efficient management of MUP, resulting in better therapeutic results and heightened patient safety. In this work, we propose a tool that helps healthcare professionals create reports and analyze medication errors. This tool has been made and tested with healthcare professionals of the Intercommunal Hospital Center Castres-Mazamet (CHIC). This collaborative effort aimed not only to detect areas for improvement but also to instigate positive change in patient care. By leveraging our innovative tool, healthcare providers were empowered to proactively analyze and report medication errors.']",2023/12/04,['Chabane Mazri'],"['Cluster 10', 'Cluster 10', 'Cluster 5', 'Cluster 17']",Cluster 10
Systematic conservation planning in New Caledonia: supporting sustainable land-use policies with reserve selection models,"['conservation', 'systematic conservation planning', 'new caledonia']","['Systematics, phylogeny and taxonomy', 'Ecosystems', 'Botany', 'Biodiversity and Ecology', 'Engineering sciences [physics]']","['Habitat degradation, fragmentation, and destruction are today the leading causes of species extinction on Earth. A major challenge for environmental managers, hence, is to efficiently balance land usebetween economic development and conservation of natural habitats. In New Caledonia, the smallestbiodiversity hotspot in the world, finding this trade-off is tedious. In particular, the conservation ofits highly diverse forest ecosystems, distinguished by high rates of endemism, can be conflicting withmining  activity, the major economic sector of  New Caledonia. Managers are willing to study howto refine decisional processes through the use of systematic conservation planning and computationalsustainability. To this end, we considered the project ”Cote Oublíee” started in 2016 by the environ-mental managers of the South Province of New Caledonia. It aims at delineating a complex reservesystem (including about 1200 km2 of terrestrial and 950 km2 of marine reserve) in the southeast of NewCaledonia in an area with rich biodiversity and overlapping with different socioeconomic interests (suchas 238 mining concessions, private and cultural lands, and fisheries) as well as 135 km2of area to berestored. Our objective was to identify how the reserve could be efficiently delineated while respecting socio economic constraints. More precisely, we focused on the biodiversity representation as much ason the spatial configuration of the reserve. Additionally, we aimed at reducing fragmentation throughthe identification of areas  suitable  for ecological restoration. Relying on a constraint-based reserveselection model, we iteratively considered operational scenarios and produced maps providing the basisfor decision support. The model was then refined according to a feedback loop between managers andscientists.  Through this iterative process, we could suggest a delineation of the reserve that maximizedthe representation of biodiversity features while satisfying managers constraints.  We also highlightedkey areas for reducing fragmentation through ecological restoration. This real-world pilot study showedhow systematic conservation planning can provide the basis of a decision support framework for conservation, through reserve selection models. Beyond that, it showed how the iterative use of such aframework could help to reduce the gap that can sometimes exist between scientists and managers.']",2019/07/08,['Xavier Lorca'],"['Cluster 14', 'Cluster 14', 'Cluster 1']",Cluster 14
Virtual Reality to Train for Crisis Management,"['virtual reality', 'crisis management', 'exercises', 'decision-support system']",['Engineering sciences [physics]'],"['The EGCERSIS project aims at using virtual reality to improve the efficiency of the crisis management preparation phase. The idea is to tackle the drawbacks of regular crisis management exercises thanks to fully configurable scenarios taking place in digital twins of real critical sites. Virtual exercises will improve, among other things, the frequency, efficiency, and modularity of crisis management preparation, while reducing its costs. In this article, we demonstrate the idea of the project through a simple use-case taking place in a metro station and involving three crisis responders. By linking virtual exercises to our crisis management platform, we also want to demonstrate the usefulness of decision-support systems during a crisis.']",2020/05/24,"['Aurélie Conges', 'Alexis Evain', 'Frederick Benaben']","['Cluster 7', 'Cluster 15', 'Cluster 1', 'Cluster 8']",Cluster 7
Toward Physical Internet-Enabled Supply Chain and Logistics Networks in Developing Countries,"['physical internet', 'supply chain', 'logistics', 'networks', 'developing countries', 'cambodia']","['IT [cs]', 'Engineering sciences [physics]']","['Developing countries have numerous challenges to manage in terms of supply chain and logistics networks such as safety, corruption, pollution, congestion, old and/or unsuitable vehicles, long lead times, economy, wastes and of course poor infrastructures and so on. While developed countries have started to change their mindset and toolboxes for managing their material flows all along their logistics networks, it is not yet the case for developing countries. This research work intends to study potentials benefit for these countries if there are drastic changes of the way physical of material flows are managed. In such a context, Physical Internet paradigm is considered as an interesting avenue for improvement. The objective of this paper is to draft an options that would be necessary to assess and to design the associated research methodology. Insights regarding an ongoing field-oriented research work in Cambodia are developed to highlight the potential.']",2020/11/23,"['Sam Ban', 'Matthieu Lauras']","['Cluster 7', 'Cluster 2', 'Cluster 13', 'Cluster 12', 'Cluster 14', 'Cluster 1']",Cluster 7
Towards a global approach to support the Adaptive Sales and Operations Planning process,"['s&op', 'as&op', 'ddmrp', 'decision support system', 'risk management', 'scenario-based planning']",['Engineering sciences [physics]'],[],2021/05/05,"['Jean-Baptiste Vidal', 'Raphaël Oger', 'Matthieu Lauras', 'Jacques Lamothe']","['Cluster 1', 'Cluster 1', 'Cluster 1', 'Cluster 8', 'Cluster 6', 'Cluster 8']",Cluster 1
BL.Optim: a configurable optimizer towards decision-making support for various scheduling and routing problem,"['home meal delivery problem', 'preventive maintenance scheduling and routing problem', 'ant colony optimization', 'operations research', 'constraint satisfaction problem', 'home health care routing and scheduling problem']","['Optimisation and control [math.OC]', 'Artificial intelligence [cs.AI]']","['Nowadays, there is a wide demand from many organizations to regularly route and schedule staff and goods to satisfy specific objectives. Scheduling and routing issues often require consideration of various businesses constraints under different industrial contexts, thereby ensuring the optimal use of resources. Decision-makers need customizable optimizers to specify business-oriented constraints and define their target planning generation needs. In our work, we present 'BL.Optim', an optimizer with two-stage model-based architecture, which aims at capturing routing and scheduling requirement for a wide category of Constraint Satisfaction Problems (CSP). We demonstrated our approach on Home Health Care Routing and Scheduling Problems (HHCRSP), Home Meal Delivery Problems and Preventive Maintenance Scheduling and Routing Problems. The captured requirements are customizable by activating the necessary constraints facing the different realistic use cases. A series of CSP-based activable soft constraints and non-violated hard constraints are embedded in BL.Optim. To meet industrial requirements in solving the real-world cases with significant dimension, we opted for the Ant Colony Optimization algorithm for solution generation. Solutions generated by BL.Optim for HHCRSP are competitive against the manual scheduling result, with less 28% less assigned caregivers to perform required 142 services per day by respecting all the specified constraints.']",2022/07/03,['Florent Mouysset'],"['Cluster 11', 'Cluster 11', 'Cluster 20', 'Cluster 3', 'Cluster 19', 'Cluster 11']",Cluster 11
Towards an Ontological Approach to Business Continuity Assessment,"['business continuity', 'ontology design', 'framework design', 'risk management']","['Other [cs.OH]', 'Engineering sciences [physics]']","['Business Continuity (BC) methods use threat identification, continuous improvement, and recommendations to ensure running the organization's main activities in case of disruptive events. Information Systems, on the other hand, are increasingly based on service-based structures and are seen as fundamental instruments to guarantee business continuity. The paper presents the ontological foundations for representing business continuity semantics, which are based on a widely adopted information systems research framework. The overall aim of this work is to provide BC with formal semantics and business people with an emerging informal BC modeling method.']",2022/11/22,"['Oussema Ben Amara', 'Daouda Kamissoko', 'Frederick Benaben']","['Cluster 14', 'Cluster 9', 'Cluster 17', 'Cluster 6']",Cluster 14
Strategic Supply Chain Planning and Risk Management: Experiment of a Decision Support System Gathering Business Departments Around a Common Vision,"['decision support systems', 'supply chain risk management', 'strategic supply chain planning', 'decision-making process', 'business visions unification']","['Modelling and simulation', 'Engineering, finance and science [cs.CE] [cs.CE', 'Information and communication sciences', 'Management', 'Risk management [q-fin.RM]']","['Strategic supply chain planning and supply chain risk management are two fields of supply chain management that are inseparable nowadays. The ability to consider risks is essential to maintain business performance. In addition, integrating the different business departments’ visions in a common business vision is necessary to properly plan the future of a company. However, it is still a challenge for companies to design and maintain a decision-making process supporting strategic supply chain decisions that integrates risk management and unify business vision across departments. This paper relates an industrial experiment as an attempt to meet this challenge. This experiment was asked by a pharmaceutical company with the aim of supporting strategic decisions regarding its network of suppliers. It led to a decision-making process including the use of a computerized information system composed of a software for computations and a business intelligence software to easily make decisions. This process was put in practice on a pilot use case with two years old data. It resulted in the identification of several decisions that could have been made if the process was in operation two years ago, which is considered as a first validation of the approach. Finally, limitations have been identified regarding the data collection, opening avenues for future research on an innovative approach combining supply chain hyperconnectivity and event-driven principles.']",2019/09/25,"['Raphaël Oger', 'Matthieu Lauras', 'Frederick Benaben']","['Cluster 8', 'Cluster 2', 'Cluster 2', 'Cluster 8', 'Cluster 14']",Cluster 8
A DDMRP implementation user feedbacks and stakes analysis,"['ddmrp', 'feedback', 'stakes', 'analysis', 'industrial case']",['Engineering sciences [physics]'],"['Since its appearance, Demand Driven Material Requirements Planning (DDMRP) is under the spotlights in both scientific field and industrial deployment. Although some companies are now sharing their results after their DDMRP implementations, none or very few have collaborated with scholars to scientifically study the important issues and stakes of the method within their specific environment. This paper presents a methodology to answer the real industrial questions raised on deploying DDMRP. A case study from a dermo-cosmetic industry illustrates the method. The main issues that must be answered first are developed. They should be the start of different research subjects in order to unite the industrial problems with the scientific approaches and tools.']",2020/04/22,"['Jacques Lamothe', 'Matthieu Lauras']","['Cluster 1', 'Cluster 5', 'Cluster 1', 'Cluster 5', 'Cluster 3']",Cluster 1
Toward Assessing Physical Internet Potential Benefits for Humanitarian Supply Chains,"['physical internet', 'humanitarian', 'supply chain', 'hyperconnectivity', 'performance assessment methodology', 'experiment']",['Engineering sciences [physics]'],"['In the view of the issues faced by humanitarian organizations to deliver beneficiaries in an effective, efficient and sustainable manner, the Physical Internet (PI) approach offers potential as an appropriate solution. Indeed, its high resilience, adaptability, efficiency and sustainability capabilities are attractive yet need to be proved as relevant and suitable for the humanitarian sector. Based on this consideration, it is judicious to assess the potential benefits of introducing Physical Internet concepts to humanitarian organizations and demonstrate the impact on performance. In this perspective, this paper proposes a methodology to organize such an investigation as well as some first experimental illustrations to present the approach and to highlight early positive insights.']",2020/04/22,"['Manon Grest', 'Matthieu Lauras']","['Cluster 7', 'Cluster 15', 'Cluster 2', 'Cluster 16', 'Cluster 5', 'Cluster 1']",Cluster 7
The role of project managers experience in success of innovative complex project,"['project success', 'complexity', 'partnership', 'project managers', 'experience']",['Engineering sciences [physics]'],"['The most appealing concept in the project management literature is ``success''. However,\r\nachieving this success in projects comes with many challenges. Particularly in innovative complex\r\nprojects managed with strategic alliances. Because in addition to the challenges and inherent\r\nuncertainties of the project, the risk of non-cooperation between the partners is inevitable. Moreover,\r\nwork experience is a key noticeable productivity characteristic in project management. The purpose of\r\nthis research is to take a deeper look into the success of complex projects, focusing on the role of\r\nproject managers’ experience in their opinion on some of the factors influencing the success of\r\ncomplex projects. A standard survey is designed and used to gather data from European project\r\nmanagers involved in complex projects with more than one partner. Then, the gathered data is used to\r\nperform Spearman’s correlation coefficient analysis to investigate, first, the role of project managers'\r\nwork experience on the project success, and second, the role of project managers' work experience on\r\ntheir perception of project success factors. Finally, we try to provide suggestions for less experienced\r\nproject managers and decision-makers to increase the chance of success in strategic alliances.']",2022/07/07,['Maliheh Vaez-Alaei'],"['Cluster 3', 'Cluster 1', 'Cluster 14', 'Cluster 3', 'Cluster 1']",Cluster 3
Market Potential Estimation Framework for Circular Economy,"['end-of-life management and the circular economy', 'social and environmental sustainability', 'supply chains and networks', 'forecasting', 'decision support systems']",['Engineering sciences [physics]'],"['Circular economy brings environmental, economical and social benefits to the society.\r\nNew business initiatives are encouraged to accelerate the shifting towards a circular economy. However, the scaling of new business in the circular economy is still under-researched. This study is focused on the demand aspect of business scaling, and aims to propose a holistic framework to estimate the market potential for a new business in the circular economy. The framework is composed of sets and filters, where demand forecast is deduced from the statistics of existing products and secondary market research. Quantitative and qualitative methods are both used in the framework, where clustering analysis and multi-criteria decision-making techniques are combined with expert judgement. A case study on electric retrofit of vehicles is proposed to demonstrate the application of the framework']",2023/07/09,"['Ziqing Wu', 'Raphaël Oger', 'Matthieu Lauras']","['Cluster 14', 'Cluster 14', 'Cluster 2', 'Cluster 16', 'Cluster 8']",Cluster 14
Bus Fleet Size Dimensioning In an International Airport Using Discrete Event Simulation,"['logic gates', 'atmospheric modeling', 'airports', 'aircraft', 'standards', 'discrete event simulation', 'transportation']",['Engineering sciences [physics]'],"['The continuous growth of airport operations generates continuous infrastructure expansion needs at international airports. In some cases, in the face of limitations in short-term expansions, the immediate solution is the creation of remote positions that allow a greater number of flights to be attended but which require the use of bus fleets to attend passenger boarding and disembarking operations. The sizing of the buses will allow to reduce the waiting times of flights below the level of service required by international standards. For this purpose, the development of a discrete event simulation model integrated to the transactional flight database is proposed. In the literature, although many references to simulation models have been found in airports, they have not been specifically focused in order to size and manage the bus fleet. Simulation experiments of this model under the management of scenarios allows to identify the bus fleet size required.']",2019/12/08,"['François Marmier', 'Franck Fontanili']","['Cluster 8', 'Cluster 17', 'Cluster 13', 'Cluster 1', 'Cluster 1', 'Cluster 17', 'Cluster 13']",Cluster 17
Science Fiction: Past and Future Trends of Crisis Management,"['information', 'decision', 'action', 'future', 'trends', 'anticipation', 'framework']",['Engineering sciences [physics]'],"['This paper is a position paper, presenting an original but very anticipative and mainly imaginative vision of the evolution of the crisis management domain. After analyzing the options to make the past evolutions of that domain somehow explainable (mainly by analyzing the data of all the articles of the last fifteen editions of the ISCRAM conference), the paper aims at providing a framework to assess and evaluate the maturity of the domain of crisis management. Moreover, this framework is also used to tentatively infer some future evolutions and some directions that could be relevant, dangerous, tricky or of great benefit for the crisis management domain. These future trends are mainly based on the current maturity of crisis management (according to the proposed framework) and current or future influential practices, technologies or threats. It will be necessary to wait for fifteen years to see if these bets should be considered as accurate.']",2020/05/24,['Frederick Benaben'],"['Cluster 12', 'Cluster 1', 'Cluster 1', 'Cluster 1', 'Cluster 12', 'Cluster 1', 'Cluster 17']",Cluster 1
Physical Internet inspired Atomic Modeling for Supply Chain Risk Management,"['system modeling and physical internet', 'scor', 'performance measurement', 'risk management', 'supply chain management']","['Modelling and simulation', 'Engineering sciences [physics]']","['At a time when instability is the norm, as the global health situation confirms, managers have to deal with increasingly complex situations. Managers expect to have decision support tools that allow them to manage this instability in order to suffer as little as possible. Simulation is one of the main tools to meet this demand. This paper presents the work in progress for the development of a modular supply chain simulation model inspired by the Physical Internet (PI). Its modules are developed from the processes defined in the Supply Chain Operations Reference (SCOR) tool. This simulation model will generate the inputs to apply Physics Of Decision (POD) approach, an innovative approach to risk management approach that draws on analogies with physical forces. This approach is dedicated to steering the performance trajectory of systems evolving in an unstable environment.']",2021/06/14,"['Thibaut Cerabona', 'Frederick Benaben', 'Benoit Montreuil']","['Cluster 17', 'Cluster 1', 'Cluster 5', 'Cluster 6', 'Cluster 2']",Cluster 17
Using machine learning to predict the quality of service of a call centre for the deaf and hard of hearing according to its staffing levels,"['call centre', 'automatic learning', 'optimisation of hyperparameters', 'performance assessment']",['Other [cs.OH]'],[],2024/07/04,"['Nicolas Cellier', 'Canan Pehlivan']","['Cluster 10', 'Cluster 9', 'Cluster 20', 'Cluster 5']",Cluster 10
"Building insulation: a process and software for designing panels , ISOBIM project","['building renovation and insulation', 'panel design and layout', 'design support system', 'constraint satisfaction problem']",['Engineering sciences [physics]'],[],2023/06/14,"['Michel Aldanondo', 'Julien Lesbegueries', 'Andrea Christophe']","['Cluster 3', 'Cluster 3', 'Cluster 3', 'Cluster 19']",Cluster 3
Industrial Services Characterization for Bidding Process,"['industrial services', 'pricing and outsourcing', 'bidding process', 'offer modelling', 'knowledge management in production', 'decision-support for human operators']",['Engineering sciences [physics]'],"['When responding to call for tenders, many bidding companies offer services. This paper focuses on how to model industrial services during the bidding process to be able to easily develop them. A product offer configuration model is presented, then a reflection about the extension of this model to service offers is conducted. A study of the literature about service definition is dealt and services characteristics are identified. Their impact on the product offer model is analyzed and new characteristics are introduced. This work makes possible to propose a typology to adapt the product offer model to services.']",2019/08/28,"['Delphine Guillon', 'Élise Vareilles', 'Michel Aldanondo']","['Cluster 3', 'Cluster 14', 'Cluster 3', 'Cluster 17', 'Cluster 9', 'Cluster 8']",Cluster 3
